county,office,district,candidate,incumbent,party,votes,pct
BOSQUE,State Senator,22  Unexpired Term,Gayle R. Avant,False,DEM,75,9.36
BOSQUE,State Senator,22  Unexpired Term,Brian Birdwell,False,REP,255,31.84
BOSQUE,State Senator,22  Unexpired Term,David Sibley,False,REP,413,51.56
BOSQUE,State Senator,22  Unexpired Term,Darren Yancy,False,REP,58,7.24
BOSQUE,State Senator,22  Unexpired Term,Total,,,801,
COLLIN,State Representative,66  Unexpired Term,Van Taylor,False,REP,1,100.00
COLLIN,State Representative,66  Unexpired Term,Total,,,1,
CORYELL,State Senator,22  Unexpired Term,Gayle R. Avant,False,DEM,144,13.00
CORYELL,State Senator,22  Unexpired Term,Brian Birdwell,False,REP,292,26.35
CORYELL,State Senator,22  Unexpired Term,David Sibley,False,REP,602,54.33
CORYELL,State Senator,22  Unexpired Term,Darren Yancy,False,REP,70,6.32
CORYELL,State Senator,22  Unexpired Term,Total,,,1108,
DALLAS,State Representative,100  Unexpired Term,Eric Johnson,False,DEM,1,100.00
DALLAS,State Representative,100  Unexpired Term,Total,,,1,
ELLIS,State Senator,22  Unexpired Term,Gayle R. Avant,False,DEM,658,13.55
ELLIS,State Senator,22  Unexpired Term,Brian Birdwell,False,REP,1470,30.27
ELLIS,State Senator,22  Unexpired Term,David Sibley,False,REP,2371,48.82
ELLIS,State Senator,22  Unexpired Term,Darren Yancy,False,REP,358,7.37
ELLIS,State Senator,22  Unexpired Term,Total,,,4857,
FALLS,State Senator,22  Unexpired Term,Gayle R. Avant,False,DEM,68,14.69
FALLS,State Senator,22  Unexpired Term,Brian Birdwell,False,REP,65,14.04
FALLS,State Senator,22  Unexpired Term,David Sibley,False,REP,322,69.55
FALLS,State Senator,22  Unexpired Term,Darren Yancy,False,REP,8,1.73
FALLS,State Senator,22  Unexpired Term,Total,,,463,
HILL,State Senator,22  Unexpired Term,Gayle R. Avant,False,DEM,208,16.02
HILL,State Senator,22  Unexpired Term,Brian Birdwell,False,REP,301,23.19
HILL,State Senator,22  Unexpired Term,David Sibley,False,REP,693,53.39
HILL,State Senator,22  Unexpired Term,Darren Yancy,False,REP,96,7.40
HILL,State Senator,22  Unexpired Term,Total,,,1298,
HOOD,State Senator,22  Unexpired Term,Gayle R. Avant,False,DEM,610,11.38
HOOD,State Senator,22  Unexpired Term,Brian Birdwell,False,REP,3636,67.86
HOOD,State Senator,22  Unexpired Term,David Sibley,False,REP,820,15.30
HOOD,State Senator,22  Unexpired Term,Darren Yancy,False,REP,292,5.45
HOOD,State Senator,22  Unexpired Term,Total,,,5358,
JOHNSON,State Senator,22  Unexpired Term,Gayle R. Avant,False,DEM,330,9.61
JOHNSON,State Senator,22  Unexpired Term,Brian Birdwell,False,REP,2017,58.74
JOHNSON,State Senator,22  Unexpired Term,David Sibley,False,REP,834,24.29
JOHNSON,State Senator,22  Unexpired Term,Darren Yancy,False,REP,253,7.37
JOHNSON,State Senator,22  Unexpired Term,Total,,,3434,
MCLENNAN,State Senator,22  Unexpired Term,Gayle R. Avant,False,DEM,1651,15.19
MCLENNAN,State Senator,22  Unexpired Term,Brian Birdwell,False,REP,2188,20.13
MCLENNAN,State Senator,22  Unexpired Term,David Sibley,False,REP,6721,61.83
MCLENNAN,State Senator,22  Unexpired Term,Darren Yancy,False,REP,311,2.86
MCLENNAN,State Senator,22  Unexpired Term,Total,,,10871,
NAVARRO,State Senator,22  Unexpired Term,Gayle R. Avant,False,DEM,188,13.84
NAVARRO,State Senator,22  Unexpired Term,Brian Birdwell,False,REP,492,36.23
NAVARRO,State Senator,22  Unexpired Term,David Sibley,False,REP,587,43.23
NAVARRO,State Senator,22  Unexpired Term,Darren Yancy,False,REP,91,6.70
NAVARRO,State Senator,22  Unexpired Term,Total,,,1358,
SOMERVELL,State Senator,22  Unexpired Term,Gayle R. Avant,False,DEM,36,11.88
SOMERVELL,State Senator,22  Unexpired Term,Brian Birdwell,False,REP,184,60.73
SOMERVELL,State Senator,22  Unexpired Term,David Sibley,False,REP,60,19.80
SOMERVELL,State Senator,22  Unexpired Term,Darren Yancy,False,REP,23,7.59
SOMERVELL,State Senator,22  Unexpired Term,Total,,,303,
