county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee,provisional,limited
Smith,1,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,431,0,0,0,0,0
Smith,2,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,717,0,0,0,0,0
Smith,3,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2225,0,0,0,0,0
Smith,4,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1673,0,0,0,0,0
Smith,5,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,3981,0,0,0,0,0
Smith,6,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,917,0,0,0,0,0
Smith,7,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1733,0,0,0,0,0
Smith,8,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1361,0,0,0,0,0
Smith,9,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,279,0,0,0,0,0
Smith,10,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2986,0,0,0,0,0
Smith,11,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1856,0,0,0,0,0
Smith,12,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1615,0,0,0,0,0
Smith,13,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1503,0,0,0,0,0
Smith,14,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1581,0,0,0,0,0
Smith,15,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,4111,0,0,0,0,0
Smith,16,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1182,0,0,0,0,0
Smith,17,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,968,0,0,0,0,0
Smith,18,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2129,0,0,0,0,0
Smith,19,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,4412,0,0,0,0,0
Smith,20,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,565,0,0,0,0,0
Smith,21,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1513,0,0,0,0,0
Smith,22,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,330,0,0,0,0,0
Smith,23,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2192,0,0,0,0,0
Smith,25,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2068,0,0,0,0,0
Smith,26,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2560,0,0,0,0,0
Smith,27,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1704,0,0,0,0,0
Smith,28,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,3672,0,0,0,0,0
Smith,29,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1910,0,0,0,0,0
Smith,30,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,4212,0,0,0,0,0
Smith,31,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,3677,0,0,0,0,0
Smith,32,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2812,0,0,0,0,0
Smith,34,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1032,0,0,0,0,0
Smith,35,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2347,0,0,0,0,0
Smith,36,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2894,0,0,0,0,0
Smith,37,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1572,0,0,0,0,0
