county,precinct,office,district,party,candidate,early_voting,election_day,votes
Panola,1,Registered Voters,,,,,,1908
Panola,2,Registered Voters,,,,,,2191
Panola,3,Registered Voters,,,,,,1297
Panola,5,Registered Voters,,,,,,439
Panola,7,Registered Voters,,,,,,792
Panola,8,Registered Voters,,,,,,241
Panola,9,Registered Voters,,,,,,715
Panola,10,Registered Voters,,,,,,370
Panola,12,Registered Voters,,,,,,395
Panola,13,Registered Voters,,,,,,335
Panola,14,Registered Voters,,,,,,436
Panola,18,Registered Voters,,,,,,1950
Panola,19,Registered Voters,,,,,,316
Panola,20,Registered Voters,,,,,,307
Panola,22,Registered Voters,,,,,,360
Panola,26,Registered Voters,,,,,,180
Panola,27,Registered Voters,,,,,,1241
Panola,28,Registered Voters,,,,,,2319
Panola,29,Registered Voters,,,,,,338
Panola,1,Ballots Cast,,DEM,,17,19,
Panola,2,Ballots Cast,,DEM,,21,29,
Panola,3,Ballots Cast,,DEM,,19,39,
Panola,5,Ballots Cast,,DEM,,0,8,
Panola,7,Ballots Cast,,DEM,,4,12,
Panola,8,Ballots Cast,,DEM,,2,2,
Panola,9,Ballots Cast,,DEM,,5,10,
Panola,10,Ballots Cast,,DEM,,1,5,
Panola,12,Ballots Cast,,DEM,,0,2,
Panola,13,Ballots Cast,,DEM,,10,10,
Panola,14,Ballots Cast,,DEM,,1,6,
Panola,18,Ballots Cast,,DEM,,36,21,
Panola,19,Ballots Cast,,DEM,,0,0,
Panola,20,Ballots Cast,,DEM,,1,1,
Panola,22,Ballots Cast,,DEM,,13,14,
Panola,26,Ballots Cast,,DEM,,3,4,
Panola,27,Ballots Cast,,DEM,,29,29,
Panola,28,Ballots Cast,,DEM,,18,11,
Panola,29,Ballots Cast,,DEM,,0,4,
Panola,1,U.S. Senate,,DEM,Edward Kimbrough,5,5,
Panola,2,U.S. Senate,,DEM,Edward Kimbrough,3,8,
Panola,3,U.S. Senate,,DEM,Edward Kimbrough,8,13,
Panola,5,U.S. Senate,,DEM,Edward Kimbrough,0,0,
Panola,7,U.S. Senate,,DEM,Edward Kimbrough,1,7,
Panola,8,U.S. Senate,,DEM,Edward Kimbrough,1,1,
Panola,9,U.S. Senate,,DEM,Edward Kimbrough,0,5,
Panola,10,U.S. Senate,,DEM,Edward Kimbrough,0,2,
Panola,12,U.S. Senate,,DEM,Edward Kimbrough,0,0,
Panola,13,U.S. Senate,,DEM,Edward Kimbrough,2,4,
Panola,14,U.S. Senate,,DEM,Edward Kimbrough,0,0,
Panola,18,U.S. Senate,,DEM,Edward Kimbrough,6,10,
Panola,19,U.S. Senate,,DEM,Edward Kimbrough,0,0,
Panola,20,U.S. Senate,,DEM,Edward Kimbrough,1,1,
Panola,22,U.S. Senate,,DEM,Edward Kimbrough,7,10,
Panola,26,U.S. Senate,,DEM,Edward Kimbrough,0,1,
Panola,27,U.S. Senate,,DEM,Edward Kimbrough,10,15,
Panola,28,U.S. Senate,,DEM,Edward Kimbrough,4,5,
Panola,29,U.S. Senate,,DEM,Edward Kimbrough,0,2,
Panola,1,U.S. Senate,,DEM,Sema Hernandez,4,1,
Panola,2,U.S. Senate,,DEM,Sema Hernandez,8,6,
Panola,3,U.S. Senate,,DEM,Sema Hernandez,4,9,
Panola,5,U.S. Senate,,DEM,Sema Hernandez,0,0,
Panola,7,U.S. Senate,,DEM,Sema Hernandez,2,2,
Panola,8,U.S. Senate,,DEM,Sema Hernandez,1,1,
Panola,9,U.S. Senate,,DEM,Sema Hernandez,1,2,
Panola,10,U.S. Senate,,DEM,Sema Hernandez,1,1,
Panola,12,U.S. Senate,,DEM,Sema Hernandez,0,1,
Panola,13,U.S. Senate,,DEM,Sema Hernandez,1,4,
Panola,14,U.S. Senate,,DEM,Sema Hernandez,0,1,
Panola,18,U.S. Senate,,DEM,Sema Hernandez,4,3,
Panola,19,U.S. Senate,,DEM,Sema Hernandez,0,0,
Panola,20,U.S. Senate,,DEM,Sema Hernandez,0,0,
Panola,22,U.S. Senate,,DEM,Sema Hernandez,2,2,
Panola,26,U.S. Senate,,DEM,Sema Hernandez,1,1,
Panola,27,U.S. Senate,,DEM,Sema Hernandez,9,7,
Panola,28,U.S. Senate,,DEM,Sema Hernandez,2,2,
Panola,29,U.S. Senate,,DEM,Sema Hernandez,0,1,
Panola,1,U.S. Senate,,DEM,Beto O'Rourke,7,11,
Panola,2,U.S. Senate,,DEM,Beto O'Rourke,10,12,
Panola,3,U.S. Senate,,DEM,Beto O'Rourke,6,17,
Panola,5,U.S. Senate,,DEM,Beto O'Rourke,0,8,
Panola,7,U.S. Senate,,DEM,Beto O'Rourke,1,3,
Panola,8,U.S. Senate,,DEM,Beto O'Rourke,0,0,
Panola,9,U.S. Senate,,DEM,Beto O'Rourke,4,3,
Panola,10,U.S. Senate,,DEM,Beto O'Rourke,0,2,
Panola,12,U.S. Senate,,DEM,Beto O'Rourke,0,1,
Panola,13,U.S. Senate,,DEM,Beto O'Rourke,7,2,
Panola,14,U.S. Senate,,DEM,Beto O'Rourke,1,5,
Panola,18,U.S. Senate,,DEM,Beto O'Rourke,22,7,
Panola,19,U.S. Senate,,DEM,Beto O'Rourke,0,0,
Panola,20,U.S. Senate,,DEM,Beto O'Rourke,0,0,
Panola,22,U.S. Senate,,DEM,Beto O'Rourke,4,0,
Panola,26,U.S. Senate,,DEM,Beto O'Rourke,2,2,
Panola,27,U.S. Senate,,DEM,Beto O'Rourke,10,5,
Panola,28,U.S. Senate,,DEM,Beto O'Rourke,12,4,
Panola,29,U.S. Senate,,DEM,Beto O'Rourke,0,0,
Panola,1,U.S. House,1,DEM,Brent Beal,8,6,
Panola,2,U.S. House,1,DEM,Brent Beal,9,6,
Panola,3,U.S. House,1,DEM,Brent Beal,6,19,
Panola,5,U.S. House,1,DEM,Brent Beal,0,8,
Panola,7,U.S. House,1,DEM,Brent Beal,1,6,
Panola,8,U.S. House,1,DEM,Brent Beal,0,0,
Panola,9,U.S. House,1,DEM,Brent Beal,3,5,
Panola,10,U.S. House,1,DEM,Brent Beal,0,3,
Panola,12,U.S. House,1,DEM,Brent Beal,0,2,
Panola,13,U.S. House,1,DEM,Brent Beal,3,3,
Panola,14,U.S. House,1,DEM,Brent Beal,0,2,
Panola,18,U.S. House,1,DEM,Brent Beal,21,9,
Panola,19,U.S. House,1,DEM,Brent Beal,0,0,
Panola,20,U.S. House,1,DEM,Brent Beal,1,1,
Panola,22,U.S. House,1,DEM,Brent Beal,4,5,
Panola,26,U.S. House,1,DEM,Brent Beal,0,2,
Panola,27,U.S. House,1,DEM,Brent Beal,12,10,
Panola,28,U.S. House,1,DEM,Brent Beal,10,5,
Panola,29,U.S. House,1,DEM,Brent Beal,0,1,
Panola,1,U.S. House,1,DEM,Shirley J. McKellar,8,11,
Panola,2,U.S. House,1,DEM,Shirley J. McKellar,11,20,
Panola,3,U.S. House,1,DEM,Shirley J. McKellar,13,20,
