county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail
Rockwall,1,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,0,0,0
Rockwall,1A,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,0,0,0
Rockwall,1B,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,0,0,0
Rockwall,1C,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,0,0,0
Rockwall,2,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,0,0,0
Rockwall,2A,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,0,0,0
Rockwall,2B,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,0,0,0
Rockwall,2C,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,0,0,0
Rockwall,3,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,0,0,0
Rockwall,3A,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,0,0,0
Rockwall,3B,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,0,0,0
Rockwall,3C,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,0,0,0
Rockwall,3D,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,0,0,0
Rockwall,4,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,0,0,0
Rockwall,4A,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,0,0,0
Rockwall,4B,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,0,0,0
Rockwall,4C,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,0,0,0,0
Rockwall,1,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,3341,2515,649,177
Rockwall,1A,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,2144,1503,521,120
