county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Anderson,Voting Box 1,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1806,0,0,0
Anderson,Voting Box 2,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2467,0,0,0
Anderson,Voting Box 3,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1171,0,0,0
Anderson,Voting Box 4,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1531,0,0,0
Anderson,Voting Box 5,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,294,0,0,0
Anderson,Voting Box 6,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1385,0,0,0
Anderson,Voting Box 7,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1359,0,0,0
Anderson,Voting Box 8,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,345,0,0,0
Anderson,Voting Box 9,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1296,0,0,0
Anderson,Voting Box 10,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,533,0,0,0
Anderson,Voting Box 11-12,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1232,0,0,0
Anderson,Voting Box 13-14,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1711,0,0,0
Anderson,Voting Box 15,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,905,0,0,0
Anderson,Voting Box 16,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,794,0,0,0
Anderson,Voting Box 17,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,816,0,0,0
Anderson,Voting Box 18,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2012,0,0,0
Anderson,Voting Box 19,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2174,0,0,0
Anderson,Voting Box 20,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1143,0,0,0
Anderson,Voting Box 21,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1796,0,0,0
Anderson,Voting Box 22,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,974,0,0,0
Anderson,Voting Box 23,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1263,0,0,0
Anderson,Voting Box 24,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,814,0,0,0
Anderson,Voting Box 1,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,336,336,182,0
Anderson,Voting Box 2,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,313,313,390,0
Anderson,Voting Box 3,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,247,247,10,121
Anderson,Voting Box 4,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,211,211,18,200
Anderson,Voting Box 5,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,52,52,55,0
Anderson,Voting Box 6,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,170,170,74,0
Anderson,Voting Box 7,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,103,103,42,17
Anderson,Voting Box 8,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,45,45,17,0
Anderson,Voting Box 9,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,182,182,29,134
Anderson,Voting Box 10,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,54,54,5,70
Anderson,Voting Box 11-12,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,110,110,38,171
Anderson,Voting Box 13-14,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,327,327,32,120
Anderson,Voting Box 15,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,179,179,10,113
Anderson,Voting Box 16,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,89,89,123,0
Anderson,Voting Box 17,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,138,138,85,0
