county,precinct,office,district,party,candidate,early_voting,election_day,votes
Newton,Box 1,Registered Voters,,,,,,1003
Newton,Box 1,Ballots Cast,,,,524,141,665
Newton,Box 1,President,,REP,Donald J Trump,433,124,557
Newton,Box 1,President,,DEM,Joseph R Biden,81,11,92
Newton,Box 1,President,,LBT,Jo Jorgensen,4,2,6
Newton,Box 1,President,,GRE,Howie Hawkins,0,2,2
Newton,Box 1,President,,,R Boddie (W),0,0,0
Newton,Box 1,President,,,Brian Carroll (W),0,0,0
Newton,Box 1,President,,,Todd Cella (W),0,0,0
Newton,Box 1,President,,,Jesse Cuellar (W),0,0,0
Newton,Box 1,President,,,Tom Hoefling (W),0,0,0
Newton,Box 1,President,,,Gloria La Riva (W),0,0,0
Newton,Box 1,President,,,Abram Loeb (W),0,0,0
Newton,Box 1,President,,,Robert Morrow (W),0,0,0
Newton,Box 1,President,,,Kasey Wells (W),0,0,0
Newton,Box 1,U.S. Senate,,REP,John Cornyn,430,123,553
Newton,Box 1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",83,11,94
Newton,Box 1,U.S. Senate,,LBT,Kerry Douglas McKennon,0,1,1
Newton,Box 1,U.S. Senate,,GRE,David B. Collins,1,1,2
Newton,Box 1,U.S. Senate,,,Turullois-Bonilla (W),0,0,0
Newton,Box 1,U.S. House,36,REP,Brian Babin,434,121,555
Newton,Box 1,U.S. House,36,DEM,Rashad Lewis,74,14,88
Newton,Box 1,U.S. House,36,LBT,Chad Abbey,5,0,5
Newton,Box 1,U.S. House,36,GRE,"Hal J. Ridley, Jr.",0,1,1
Newton,Box 1,Railroad Commissioner,,REP,"James ""Jim""Wright",431,123,554
Newton,Box 1,Railroad Commissioner,,DEM,Chrysta Castaneda,74,10,84
Newton,Box 1,Railroad Commissioner,,LBT,Matt Sterett,4,1,5
Newton,Box 1,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",0,1,1
Newton,Box 1,State Representative,19,REP,James White,443,125,568
Newton,Box 2,Registered Voters,,,,,,340
Newton,Box 2,Ballots Cast,,,,138,95,233
Newton,Box 2,President,,REP,Donald J Trump,109,78,187
Newton,Box 2,President,,DEM,Joseph R Biden,29,16,45
Newton,Box 2,President,,LBT,Jo Jorgensen,0,0,0
Newton,Box 2,President,,GRE,Howie Hawkins,0,0,0
Newton,Box 2,President,,,R Boddie (W),0,0,0
Newton,Box 2,President,,,Brian Carroll (W),0,0,0
Newton,Box 2,President,,,Todd Cella (W),0,0,0
Newton,Box 2,President,,,Jesse Cuellar (W),0,0,0
Newton,Box 2,President,,,Tom Hoefling (W),0,0,0
Newton,Box 2,President,,,Gloria La Riva (W),0,0,0
Newton,Box 2,President,,,Abram Loeb (W),0,0,0
Newton,Box 2,President,,,Robert Morrow (W),0,0,0
Newton,Box 2,President,,,Kasey Wells (W),0,0,0
Newton,Box 2,U.S. Senate,,REP,John Cornyn,110,76,186
Newton,Box 2,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",26,16,42
Newton,Box 2,U.S. Senate,,LBT,Kerry Douglas McKennon,1,1,2
Newton,Box 2,U.S. Senate,,GRE,David B. Collins,0,1,1
Newton,Box 2,U.S. Senate,,,Turullois-Bonilla (W),0,0,0
Newton,Box 2,U.S. House,36,REP,Brian Babin,111,75,186
Newton,Box 2,U.S. House,36,DEM,Rashad Lewis,24,17,41
Newton,Box 2,U.S. House,36,LBT,Chad Abbey,1,0,1
Newton,Box 2,U.S. House,36,GRE,"Hal J. Ridley, Jr.",1,3,4
Newton,Box 2,Railroad Commissioner,,REP,"James ""Jim""Wright",109,75,184
Newton,Box 2,Railroad Commissioner,,DEM,Chrysta Castaneda,25,17,42
Newton,Box 2,Railroad Commissioner,,LBT,Matt Sterett,1,1,2
Newton,Box 2,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",0,1,1
Newton,Box 2,State Representative,19,REP,James White,113,78,191
Newton,Box 3,Registered Voters,,,,,,629
Newton,Box 3,Ballots Cast,,,,237,205,442
Newton,Box 3,President,,REP,Donald J Trump,219,193,412
Newton,Box 3,President,,DEM,Joseph R Biden,17,11,28
Newton,Box 3,President,,LBT,Jo Jorgensen,0,0,0
Newton,Box 3,President,,GRE,Howie Hawkins,0,0,0
Newton,Box 3,President,,,R Boddie (W),0,0,0
Newton,Box 3,President,,,Brian Carroll (W),0,0,0
Newton,Box 3,President,,,Todd Cella (W),0,0,0
Newton,Box 3,President,,,Jesse Cuellar (W),0,0,0
Newton,Box 3,President,,,Tom Hoefling (W),0,0,0
Newton,Box 3,President,,,Gloria La Riva (W),0,0,0
Newton,Box 3,President,,,Abram Loeb (W),0,0,0
Newton,Box 3,President,,,Robert Morrow (W),0,0,0
Newton,Box 3,President,,,Kasey Wells (W),0,0,0
Newton,Box 3,U.S. Senate,,REP,John Cornyn,212,0,212
Newton,Box 3,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",19,183,202
Newton,Box 3,U.S. Senate,,LBT,Kerry Douglas McKennon,0,13,13
